[WARN]  The 'cassandra2-cql' client has been deprecated. It has been renamed to simply 'cassandra-cql'. This alias will be removed in the next YCSB release.
/usr/lib/jvm/java-8-openjdk-amd64/bin/java -cp /home/developer/benchmarks/ycsb/cassandra-binding/conf:/home/developer/benchmarks/ycsb/conf:/home/developer/benchmarks/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/developer/benchmarks/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/developer/benchmarks/ycsb/lib/core-0.17.0.jar:/home/developer/benchmarks/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/developer/benchmarks/ycsb/lib/HdrHistogram-2.1.4.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-common-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/cassandra-driver-core-3.0.0.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/slf4j-api-1.7.25.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-handler-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-buffer-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/cassandra-binding-0.17.0.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-transport-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/guava-16.0.1.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/metrics-core-3.1.2.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-codec-4.0.33.Final.jar site.ycsb.Client -db site.ycsb.db.CassandraCQLClient -s -p hosts=172.31.45.137,172.31.47.101,172.31.47.247 -p cassandra.keyspace=ycsb -p cassandra.writeconsistencylevel=ONE -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 64 -p recordcount=2000000 -p operationcount=10000000 -p fieldcount=10 -p fieldlength=500 -p requestdistribution=zipfian -p insertorder=ordered -p readproportion=0.2 -p updateproportion=0.0 -p insertproportion=0.8 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p core_workload_insertion_retry_limit=3 -p core_workload_insertion_retry_interval=3 -p insertstart=2000001 -t
Command line: -db site.ycsb.db.CassandraCQLClient -s -p hosts=172.31.45.137,172.31.47.101,172.31.47.247 -p cassandra.keyspace=ycsb -p cassandra.writeconsistencylevel=ONE -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 64 -p recordcount=2000000 -p operationcount=10000000 -p fieldcount=10 -p fieldlength=500 -p requestdistribution=zipfian -p insertorder=ordered -p readproportion=0.2 -p updateproportion=0.0 -p insertproportion=0.8 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p core_workload_insertion_retry_limit=3 -p core_workload_insertion_retry_interval=3 -p insertstart=2000001 -t
YCSB Client 0.17.0

Loading workload...
Starting test.
SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
SLF4J: Defaulting to no-operation (NOP) logger implementation
SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
Maximum execution time specified as: 1800 secs
2021-08-06 11:51:51:445 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-08-06 11:52:01:425 10 sec: 73064 operations; 7305.67 current ops/sec; est completion in 22 minutes [READ: Count=14447, Max=354559, Min=484, Avg=8357.35, 90=16079, 99=54111, 99.9=242047, 99.99=335615] [INSERT: Count=58711, Max=369407, Min=366, Avg=7371.39, 90=13687, 99=39999, 99.9=321791, 99.99=339199] [READ-FAILED: Count=57, Max=25327, Min=723, Avg=7678.21, 90=15087, 99=21135, 99.9=25327, 99.99=25327] 
2021-08-06 11:52:11:425 20 sec: 150643 operations; 7757.9 current ops/sec; est completion in 21 minutes [READ: Count=15483, Max=451839, Min=495, Avg=9230.32, 90=15735, 99=33599, 99.9=410111, 99.99=449535] [INSERT: Count=61977, Max=452095, Min=360, Avg=7985.97, 90=13783, 99=30239, 99.9=400383, 99.99=448511] [READ-FAILED: Count=18, Max=26879, Min=560, Avg=5381.5, 90=13495, 99=26879, 99.9=26879, 99.99=26879] 
2021-08-06 11:52:21:425 30 sec: 242329 operations; 9168.6 current ops/sec; est completion in 20 minutes [READ: Count=18381, Max=429311, Min=513, Avg=8856.66, 90=17135, 99=49279, 99.9=410367, 99.99=429055] [INSERT: Count=73272, Max=430591, Min=356, Avg=6497.64, 90=11871, 99=28943, 99.9=405759, 99.99=429311] [READ-FAILED: Count=15, Max=14695, Min=1694, Avg=4464.8, 90=11223, 99=14695, 99.9=14695, 99.99=14695] 
2021-08-06 11:52:31:425 40 sec: 326891 operations; 8456.2 current ops/sec; est completion in 19 minutes [READ: Count=16949, Max=511743, Min=471, Avg=9604.73, 90=17087, 99=51071, 99.9=453887, 99.99=497663] [INSERT: Count=67583, Max=507135, Min=344, Avg=7040.64, 90=12543, 99=29727, 99.9=405759, 99.99=474367] [READ-FAILED: Count=7, Max=14191, Min=3054, Avg=6320.29, 90=9631, 99=14191, 99.9=14191, 99.99=14191] 
2021-08-06 11:52:41:425 50 sec: 415803 operations; 8891.2 current ops/sec; est completion in 19 minutes [READ: Count=17662, Max=393215, Min=456, Avg=9886.31, 90=21791, 99=50879, 99.9=341247, 99.99=387071] [INSERT: Count=71235, Max=403711, Min=311, Avg=6511.98, 90=11975, 99=29519, 99.9=332799, 99.99=389119] [READ-FAILED: Count=13, Max=34015, Min=745, Avg=7945.85, 90=32111, 99=34015, 99.9=34015, 99.99=34015] 
2021-08-06 11:52:51:425 60 sec: 505603 operations; 8980 current ops/sec; est completion in 18 minutes [READ: Count=18068, Max=390655, Min=459, Avg=10867.49, 90=26591, 99=56767, 99.9=375039, 99.99=388095] [INSERT: Count=71777, Max=390655, Min=318, Avg=6190.17, 90=11487, 99=32319, 99.9=375551, 99.99=389119] [READ-FAILED: Count=4, Max=7567, Min=1805, Avg=3880, 90=7567, 99=7567, 99.9=7567, 99.99=7567] 
2021-08-06 11:53:01:425 70 sec: 597067 operations; 9146.4 current ops/sec; est completion in 18 minutes [READ: Count=18281, Max=422911, Min=458, Avg=10380.59, 90=20783, 99=70079, 99.9=385791, 99.99=418559] [INSERT: Count=73168, Max=422911, Min=319, Avg=6111.97, 90=10863, 99=28431, 99.9=377087, 99.99=419071] [READ-FAILED: Count=5, Max=9783, Min=1945, Avg=4325, 90=9783, 99=9783, 99.9=9783, 99.99=9783] 
2021-08-06 11:53:11:425 80 sec: 676862 operations; 7979.5 current ops/sec; est completion in 18 minutes [READ: Count=16074, Max=631295, Min=459, Avg=13457.63, 90=29023, 99=75903, 99.9=433663, 99.99=599551] [INSERT: Count=63718, Max=696319, Min=351, Avg=6674.63, 90=11967, 99=28191, 99.9=433407, 99.99=684031] [READ-FAILED: Count=1, Max=4103, Min=4100, Avg=4102, 90=4103, 99=4103, 99.9=4103, 99.99=4103] 
2021-08-06 11:53:21:425 90 sec: 765272 operations; 8841 current ops/sec; est completion in 18 minutes [READ: Count=17510, Max=444415, Min=467, Avg=13861.29, 90=38911, 99=77823, 99.9=421375, 99.99=441343] [INSERT: Count=70872, Max=602111, Min=325, Avg=5595.22, 90=10159, 99=25471, 99.9=371199, 99.99=595967] [READ-FAILED: Count=1, Max=1741, Min=1741, Avg=1741, 90=1741, 99=1741, 99.9=1741, 99.99=1741] 
2021-08-06 11:53:31:425 100 sec: 854730 operations; 8945.8 current ops/sec; est completion in 17 minutes [READ: Count=18093, Max=437759, Min=443, Avg=15023.33, 90=35743, 99=79167, 99.9=420095, 99.99=433663] [INSERT: Count=71349, Max=674303, Min=275, Avg=5152.05, 90=9895, 99=25519, 99.9=386559, 99.99=431103] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 11:53:41:425 110 sec: 931482 operations; 7675.2 current ops/sec; est completion in 17 minutes [READ: Count=15489, Max=469247, Min=450, Avg=19050.52, 90=54239, 99=101183, 99.9=395519, 99.99=466687] [INSERT: Count=61293, Max=408575, Min=343, Avg=5630.18, 90=9303, 99=27023, 99.9=362495, 99.99=379647] [READ-FAILED: Count=3, Max=12391, Min=787, Avg=4672.67, 90=12391, 99=12391, 99.9=12391, 99.99=12391] 
2021-08-06 11:53:51:425 120 sec: 1012904 operations; 8142.2 current ops/sec; est completion in 17 minutes [READ: Count=16418, Max=418559, Min=444, Avg=19133.96, 90=46943, 99=91775, 99.9=389631, 99.99=395263] [INSERT: Count=64970, Max=407295, Min=314, Avg=4909.08, 90=9007, 99=24975, 99.9=353535, 99.99=382719] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 11:54:01:425 130 sec: 1090544 operations; 7764 current ops/sec; est completion in 17 minutes [READ: Count=15554, Max=586751, Min=516, Avg=20292.04, 90=60735, 99=106367, 99.9=389375, 99.99=576511] [INSERT: Count=62085, Max=560127, Min=315, Avg=5114.64, 90=8791, 99=26271, 99.9=347903, 99.99=555519] [READ-FAILED: Count=1, Max=923, Min=923, Avg=923, 90=923, 99=923, 99.9=923, 99.99=923] 
2021-08-06 11:54:11:425 140 sec: 1152703 operations; 6215.9 current ops/sec; est completion in 17 minutes [READ: Count=12397, Max=729599, Min=451, Avg=28480.93, 90=77631, 99=197247, 99.9=680447, 99.99=714239] [INSERT: Count=49762, Max=812543, Min=300, Avg=5626.07, 90=7939, 99=30687, 99.9=424959, 99.99=686079] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 11:54:21:425 150 sec: 1223889 operations; 7118.6 current ops/sec; est completion in 17 minutes [READ: Count=14261, Max=824831, Min=496, Avg=27518.85, 90=68927, 99=145023, 99.9=729599, 99.99=812031] [INSERT: Count=56937, Max=711167, Min=327, Avg=4636.37, 90=7971, 99=20879, 99.9=357887, 99.99=701951] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 11:54:31:425 160 sec: 1283611 operations; 5972.2 current ops/sec; est completion in 18 minutes [READ: Count=11844, Max=751615, Min=499, Avg=37933.37, 90=96127, 99=339967, 99.9=688639, 99.99=751103] [INSERT: Count=47876, Max=660991, Min=312, Avg=3992.33, 90=5543, 99=25951, 99.9=344575, 99.99=638463] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 11:54:41:425 170 sec: 1342948 operations; 5933.7 current ops/sec; est completion in 18 minutes [READ: Count=12005, Max=550911, Min=519, Avg=37152.77, 90=87231, 99=342015, 99.9=450559, 99.99=535551] [INSERT: Count=47330, Max=824831, Min=328, Avg=4057.41, 90=5975, 99=20703, 99.9=364287, 99.99=485887] [READ-FAILED: Count=1, Max=2641, Min=2640, Avg=2641, 90=2641, 99=2641, 99.9=2641, 99.99=2641] 
