[WARN]  The 'cassandra2-cql' client has been deprecated. It has been renamed to simply 'cassandra-cql'. This alias will be removed in the next YCSB release.
/usr/lib/jvm/java-8-openjdk-amd64/bin/java -cp /home/developer/benchmarks/ycsb/cassandra-binding/conf:/home/developer/benchmarks/ycsb/conf:/home/developer/benchmarks/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/home/developer/benchmarks/ycsb/lib/jackson-core-asl-1.9.4.jar:/home/developer/benchmarks/ycsb/lib/core-0.17.0.jar:/home/developer/benchmarks/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/home/developer/benchmarks/ycsb/lib/HdrHistogram-2.1.4.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-common-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/cassandra-driver-core-3.0.0.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/slf4j-api-1.7.25.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-handler-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-buffer-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/cassandra-binding-0.17.0.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-transport-4.0.33.Final.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/guava-16.0.1.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/metrics-core-3.1.2.jar:/home/developer/benchmarks/ycsb/cassandra-binding/lib/netty-codec-4.0.33.Final.jar site.ycsb.Client -db site.ycsb.db.CassandraCQLClient -s -p hosts=172.31.33.39,172.31.35.22,172.31.40.29 -p cassandra.keyspace=ycsb -p cassandra.writeconsistencylevel=ONE -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 64 -p recordcount=2000000 -p operationcount=10000000 -p fieldcount=10 -p fieldlength=500 -p requestdistribution=zipfian -p insertorder=ordered -p readproportion=0.2 -p updateproportion=0.0 -p insertproportion=0.8 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p core_workload_insertion_retry_limit=3 -p core_workload_insertion_retry_interval=3 -p insertstart=2000001 -t
Command line: -db site.ycsb.db.CassandraCQLClient -s -p hosts=172.31.33.39,172.31.35.22,172.31.40.29 -p cassandra.keyspace=ycsb -p cassandra.writeconsistencylevel=ONE -p workload=site.ycsb.workloads.CoreWorkload -p maxexecutiontime=1800 -threads 64 -p recordcount=2000000 -p operationcount=10000000 -p fieldcount=10 -p fieldlength=500 -p requestdistribution=zipfian -p insertorder=ordered -p readproportion=0.2 -p updateproportion=0.0 -p insertproportion=0.8 -p scanproportion=0.0 -p maxscanlength=1000 -p scanlengthdistribution=uniform -p core_workload_insertion_retry_limit=3 -p core_workload_insertion_retry_interval=3 -p insertstart=2000001 -t
YCSB Client 0.17.0

Loading workload...
Starting test.
SLF4J: Failed to load class "org.slf4j.impl.StaticLoggerBinder".
SLF4J: Defaulting to no-operation (NOP) logger implementation
SLF4J: See http://www.slf4j.org/codes.html#StaticLoggerBinder for further details.
Maximum execution time specified as: 1800 secs
2021-08-06 09:48:39:633 0 sec: 0 operations; est completion in 0 second 
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-08-06 09:48:49:612 10 sec: 77356 operations; 7735.6 current ops/sec; est completion in 21 minutes [READ: Count=15601, Max=314111, Min=427, Avg=7626.24, 90=14335, 99=43071, 99.9=279039, 99.99=311039] [INSERT: Count=61741, Max=360447, Min=344, Avg=7113.26, 90=13175, 99=38783, 99.9=293375, 99.99=324351] [READ-FAILED: Count=14, Max=31999, Min=2146, Avg=10866.57, 90=27343, 99=31999, 99.9=31999, 99.99=31999] 
2021-08-06 09:48:59:612 20 sec: 168194 operations; 9083.8 current ops/sec; est completion in 19 minutes [READ: Count=18410, Max=324351, Min=416, Avg=8945.33, 90=17999, 99=45535, 99.9=289791, 99.99=320255] [INSERT: Count=72483, Max=340223, Min=356, Avg=6581.82, 90=12935, 99=26111, 99.9=289279, 99.99=323839] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:49:09:612 30 sec: 261834 operations; 9364 current ops/sec; est completion in 18 minutes [READ: Count=18655, Max=403967, Min=433, Avg=8271.61, 90=15591, 99=40191, 99.9=362495, 99.99=396543] [INSERT: Count=74956, Max=410623, Min=350, Avg=6465.24, 90=12055, 99=24207, 99.9=353791, 99.99=380671] [READ-FAILED: Count=1, Max=10975, Min=10968, Avg=10972, 90=10975, 99=10975, 99.9=10975, 99.99=10975] 
2021-08-06 09:49:19:612 40 sec: 356363 operations; 9452.9 current ops/sec; est completion in 18 minutes [READ: Count=18950, Max=380415, Min=430, Avg=8393.44, 90=16655, 99=42847, 99.9=357631, 99.99=375039] [INSERT: Count=75577, Max=373759, Min=332, Avg=6351.13, 90=12615, 99=28751, 99.9=354303, 99.99=370431] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:49:29:612 50 sec: 445746 operations; 8938.3 current ops/sec; est completion in 17 minutes [READ: Count=17882, Max=384255, Min=424, Avg=10398.92, 90=22127, 99=59423, 99.9=345855, 99.99=358143] [INSERT: Count=71508, Max=359679, Min=321, Avg=6339.88, 90=11487, 99=34399, 99.9=343295, 99.99=354559] [READ-FAILED: Count=2, Max=6559, Min=1090, Avg=3824, 90=6559, 99=6559, 99.9=6559, 99.99=6559] 
2021-08-06 09:49:39:611 60 sec: 538305 operations; 9255.9 current ops/sec; est completion in 17 minutes [READ: Count=18523, Max=431103, Min=429, Avg=9976.44, 90=20511, 99=47647, 99.9=367871, 99.99=428287] [INSERT: Count=74039, Max=423167, Min=342, Avg=6138.29, 90=11527, 99=26015, 99.9=358911, 99.99=418815] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:49:49:612 70 sec: 632916 operations; 9461.1 current ops/sec; est completion in 17 minutes [READ: Count=18876, Max=427007, Min=401, Avg=11016.27, 90=23423, 99=53759, 99.9=347391, 99.99=403967] [INSERT: Count=75767, Max=401663, Min=322, Avg=5696.47, 90=10199, 99=25023, 99.9=340991, 99.99=389887] [READ-FAILED: Count=1, Max=7623, Min=7620, Avg=7622, 90=7623, 99=7623, 99.9=7623, 99.99=7623] 
2021-08-06 09:49:59:612 80 sec: 724226 operations; 9131 current ops/sec; est completion in 17 minutes [READ: Count=18189, Max=447231, Min=412, Avg=11234.23, 90=21535, 99=66431, 99.9=351743, 99.99=423167] [INSERT: Count=73071, Max=394239, Min=342, Avg=5948.04, 90=11551, 99=29279, 99.9=341247, 99.99=392703] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:50:09:612 90 sec: 805783 operations; 8155.7 current ops/sec; est completion in 17 minutes [READ: Count=16344, Max=688127, Min=446, Avg=17023.87, 90=41567, 99=98495, 99.9=662527, 99.99=684543] [INSERT: Count=65247, Max=684031, Min=325, Avg=5535.81, 90=9423, 99=26223, 99.9=441855, 99.99=681983] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:50:19:612 100 sec: 876978 operations; 7119.5 current ops/sec; est completion in 17 minutes [READ: Count=14188, Max=652799, Min=388, Avg=23610.5, 90=64095, 99=171263, 99.9=571391, 99.99=652287] [INSERT: Count=56981, Max=631295, Min=325, Avg=5331.67, 90=7343, 99=47967, 99.9=470015, 99.99=561151] [READ-FAILED: Count=1, Max=15383, Min=15376, Avg=15380, 90=15383, 99=15383, 99.9=15383, 99.99=15383] 
2021-08-06 09:50:29:612 110 sec: 944139 operations; 6716.1 current ops/sec; est completion in 17 minutes [READ: Count=13411, Max=387327, Min=410, Avg=31019.91, 90=82239, 99=153855, 99.9=361727, 99.99=387327] [INSERT: Count=53784, Max=587263, Min=332, Avg=4162.65, 90=6451, 99=50975, 99.9=322559, 99.99=336895] [READ-FAILED: Count=1, Max=6639, Min=6636, Avg=6638, 90=6639, 99=6639, 99.9=6639, 99.99=6639] 
2021-08-06 09:50:39:611 120 sec: 1005536 operations; 6139.7 current ops/sec; est completion in 17 minutes [READ: Count=12285, Max=684543, Min=415, Avg=35985.01, 90=101311, 99=176639, 99.9=631295, 99.99=663039] [INSERT: Count=49067, Max=936959, Min=310, Avg=4032.25, 90=4851, 99=27615, 99.9=492287, 99.99=758271] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:50:49:612 130 sec: 1063578 operations; 5804.2 current ops/sec; est completion in 18 minutes [READ: Count=11611, Max=404991, Min=398, Avg=41858.63, 90=107903, 99=153343, 99.9=341247, 99.99=396287] [INSERT: Count=46412, Max=1545215, Min=339, Avg=3187.31, 90=3921, 99=24751, 99.9=331263, 99.99=1211391] [READ-FAILED: Count=0, Max=0, Min=9223372036854775807, Avg=�, 90=0, 99=0, 99.9=0, 99.99=0] 
2021-08-06 09:50:59:612 140 sec: 1125692 operations; 6211.4 current ops/sec; est completion in 18 minutes [READ: Count=12425, Max=728063, Min=407, Avg=35498.06, 90=99903, 99=179583, 99.9=617983, 99.99=694783] [INSERT: Count=49718, Max=1232895, Min=329, Avg=4075.98, 90=5551, 99=29519, 99.9=399103, 99.99=749567] [READ-FAILED: Count=1, Max=20783, Min=20768, Avg=20776, 90=20783, 99=20783, 99.9=20783, 99.99=20783] 
2021-08-06 09:51:09:612 150 sec: 1177197 operations; 5150.5 current ops/sec; est completion in 18 minutes [READ: Count=10250, Max=487423, Min=422, Avg=49912.05, 90=128831, 99=196223, 99.9=451583, 99.99=480511] [INSERT: Count=41230, Max=3180543, Min=342, Avg=3091.87, 90=3555, 99=18623, 99.9=312319, 99.99=3151871] [READ-FAILED: Count=1, Max=1063, Min=1063, Avg=1063, 90=1063, 99=1063, 99.9=1063, 99.99=1063] 
2021-08-06 09:51:19:612 160 sec: 1232054 operations; 5485.7 current ops/sec; est completion in 18 minutes [READ: Count=10855, Max=609279, Min=387, Avg=42756.3, 90=115263, 99=229375, 99.9=526335, 99.99=569855] [INSERT: Count=43978, Max=645119, Min=329, Avg=3909.15, 90=5639, 99=22511, 99.9=391935, 99.99=452863] [READ-FAILED: Count=18, Max=80831, Min=1213, Avg=25547.83, 90=66047, 99=80831, 99.9=80831, 99.99=80831] 
2021-08-06 09:51:29:611 170 sec: 1283499 operations; 5144.5 current ops/sec; est completion in 19 minutes [READ: Count=10232, Max=492031, Min=447, Avg=51711.16, 90=138111, 99=206463, 99.9=426495, 99.99=485887] [INSERT: Count=41202, Max=711167, Min=301, Avg=2816.38, 90=4379, 99=18543, 99.9=291839, 99.99=581631] [READ-FAILED: Count=17, Max=87615, Min=596, Avg=37534.82, 90=56383, 99=87615, 99.9=87615, 99.99=87615] 
